purchase_flag,age,  price_rate  ,usable_days,unique_referrer,sessions,item_count
0,29,0.53,7,1,1,0
0,29,0.57,7,1,1,0
0,29,0.59,7,1,1,0
0,29,0.64,7,1,1,0
0,29,0.74,7,2,2,0
0,29,0.5,7,1,1,0
0,29,0.5,6,2,2,0
1,29,0.5,7,9,34,2
0,29,0.5,7,2,13,0
0,29,0.5,7,5,14,0
0,29,0.51,7,1,1,0
0,29,0.51,7,1,1,0
0,29,0.52,7,1,1,0
1,29,0.52,7,3,18,2
0,29,0.52,7,2,2,0
0,29,0.53,7,1,1,0
0,29,0.54,7,1,1,0
0,29,0.56,6,2,2,0
0,29,0.57,7,1,1,0
0,29,0.57,7,2,2,0
0,29,0.51,7,1,1,0
0,29,0.53,7,1,1,0
1,29,0.5,7,8,11,1
0,29,0.55,7,1,1,0
0,29,0.66,7,1,1,0
0,29,0.5,7,1,1,0
0,29,0.57,5,1,1,0
0,30,0.5,7,1,2,0
0,30,0.5,7,1,3,0
0,30,0.5,3,2,3,0
0,30,0.5,6,1,3,0
0,30,0.5,7,2,4,0
0,30,0.5,2,1,1,0
0,30,0.5,7,1,2,0
0,30,0.5,7,1,1,0
0,30,0.5,7,1,1,0
0,30,0.67,7,1,1,0
0,30,0.54,7,1,1,0
0,30,0.5,7,2,2,0
0,30,0.5,7,1,1,0
0,30,0.5,7,1,5,0
0,30,0.52,7,2,4,0
1,30,0.68,7,2,2,2
0,30,0.5,5,1,1,0
0,30,0.5,6,3,3,0
0,30,0.5,6,1,1,0
0,30,0.5,6,1,1,0
0,30,0.5,5,2,3,0
0,30,0.5,6,1,1,0
0,30,0.5,6,4,4,0
1,30,0.5,7,9,26,2
0,30,0.5,6,1,1,0
0,30,0.5,7,1,1,0
0,30,0.5,7,1,1,0
0,30,0.5,7,1,1,0
0,30,0.51,6,3,3,0
0,30,0.51,7,2,4,0
0,30,0.52,5,1,1,0
0,30,0.52,7,1,2,0
0,30,0.52,6,1,1,0
0,30,0.52,7,1,1,0
0,30,0.53,7,1,1,0
0,30,0.55,7,2,2,0
0,30,0.55,7,1,2,0
0,30,0.56,7,2,2,0
0,30,0.57,6,1,1,0
0,30,0.58,6,1,1,0
0,30,0.62,7,2,2,0
1,30,0.63,7,2,4,2
0,30,0.64,7,1,1,0
1,30,0.5,7,3,5,1
0,30,0.51,7,1,1,0
0,30,0.53,7,1,1,0
0,30,0.54,7,2,2,0
0,30,0.58,7,2,2,0
0,30,0.64,7,2,2,0
0,30,0.7,7,1,1,0
0,30,0.5,4,1,1,0
0,30,0.5,6,1,1,0
0,30,0.5,6,1,3,0
0,30,0.5,7,1,3,0
0,30,0.53,7,1,1,0
0,30,0.57,6,1,1,0
0,30,0.57,7,1,1,0
0,30,0.65,7,1,1,0
0,30,0.5,7,1,1,0
0,30,0.5,7,1,1,0
0,30,0.5,6,1,2,0
0,30,0.5,6,2,3,0
0,30,0.5,7,1,2,0
0,30,0.5,6,1,1,0
0,30,0.54,6,1,1,0
0,30,0.57,7,2,2,0
0,30,0.58,7,2,2,0
0,30,0.51,7,3,6,0
0,30,0.58,7,2,2,0
0,30,0.76,7,3,3,0
0,30,0.55,7,2,4,0
0,30,0.57,7,2,3,0
0,30,0.59,7,2,3,0
0,30,0.59,7,2,3,0
0,30,0.62,5,1,1,0
1,30,0.62,6,3,7,1
0,30,0.62,7,1,1,0
0,30,0.65,6,1,1,0
0,30,0.7,7,1,1,0
0,30,0.75,7,1,1,0
0,30,0.5,7,1,1,0
0,30,0.51,6,1,1,0
0,30,#VALUE!,7,1,1,0
0,30,0.5,4,3,5,0
0,30,0.5,6,1,1,0
0,30,0.5,7,1,1,0
0,30,0.52,7,1,1,0
0,30,0.53,5,1,1,0
0,30,0.53,6,1,1,0
0,30,0.62,7,1,1,0
0,30,0.63,7,1,1,0
0,30,0.65,6,1,1,0
0,30,0.71,6,1,1,0
0,30,0.5,7,1,1,0
0,30,0.66,7,1,1,0
0,30,0.7,7,1,1,0
0,30,0.71,7,1,1,0
0,30,0.85,5,1,1,0
0,30,0.9,6,1,1,0
0,30,0.5,7,1,1,0
0,30,0.8,7,3,3,0
0,30,0.81,7,2,2,0
0,30,0.9,7,1,1,0
0,30,0.93,7,1,2,0
0,30,0.5,5,1,1,0
0,30,0.5,6,1,1,0
0,30,0.5,7,2,2,0
0,30,0.5,7,1,1,0
0,30,0.54,7,1,1,0
0,30,0.55,4,1,1,0
1,30,0.58,6,5,7,2
0,30,0.58,7,2,2,0
0,30,0.58,7,1,1,0
0,30,0.65,7,1,1,0
0,30,0.66,7,1,1,0
0,30,0.68,4,1,1,0
0,30,0.76,6,1,1,0
1,30,0.5,7,5,22,2
0,30,0.51,7,2,2,0
1,30,0.52,7,4,7,1
0,30,0.53,7,2,2,0
0,30,0.54,7,1,1,0
0,30,0.55,7,2,2,0
0,30,0.56,7,1,2,0
0,30,0.58,7,1,1,0
0,30,0.59,7,1,1,0
0,30,0.6,7,1,1,0
0,30,0.62,7,2,2,0
0,30,0.68,7,1,1,0
0,30,0.69,7,1,1,0
0,30,0.72,7,1,1,0
0,30,0.74,7,2,2,0
0,30,0.75,7,1,1,0
0,30,0.76,7,1,2,0
0,30,0.79,7,1,1,0
0,30,0.89,7,1,1,0
0,30,0.5,7,2,3,0
0,30,0.55,7,1,1,0
0,30,0.64,7,1,1,0
0,30,0.65,7,1,1,0
0,30,0.66,7,1,1,0
0,30,0.69,7,2,2,0
0,30,0.78,7,1,1,0
0,30,0.52,7,1,1,0
1,30,0.5,7,2,3,1
0,30,0.72,7,1,2,0
0,30,0.76,7,1,1,0
0,30,0.6,7,1,1,0
0,30,0.7,7,1,1,0
1,30,0.8,7,1,1,1
0,30,0.83,7,3,3,0
1,30,0.95,7,2,4,1
1,30,1,7,1,1,1
0,30,0.5,6,1,1,0
0,30,0.76,7,1,1,0
0,30,0.83,7,1,1,0
1,30,0.5,5,4,16,2
0,30,0.5,7,1,2,0
0,30,0.52,5,1,1,0
0,30,0.5,7,1,1,0
0,30,0.75,7,1,1,0
0,30,0.5,7,2,2,0
0,30,0.5,4,1,1,0
0,30,0.5,6,3,7,0
0,30,0.5,7,1,1,0
0,30,0.5,7,5,8,0
0,30,0.52,5,1,1,0
0,30,0.52,6,1,1,0
0,30,0.6,7,2,2,0
0,30,0.5,7,1,1,0
0,30,0.52,7,1,1,0
0,30,0.37,7,1,1,0
0,30,0.5,7,1,1,0
0,30,0.52,7,2,2,0
0,30,0.5,7,1,1,0
0,30,0.5,7,1,1,0
0,30,0.5,6,1,1,0
0,30,0.5,7,1,2,0
0,30,0.69,7,1,1,0
0,30,0.5,6,1,1,0
0,30,0.5,7,1,1,0
0,30,0.51,7,1,1,0
0,30,0.54,7,1,1,0
0,30,0.5,7,2,2,0
0,30,0.58,7,1,1,0
0,30,0.62,7,2,2,0
0,30,0.5,7,5,13,0
0,30,0.51,7,3,3,0
0,30,0.56,7,1,1,0
1,30,0.5,5,5,16,2
0,30,0.5,6,7,18,0
0,30,0.5,7,7,17,0
0,30,0.5,7,1,1,0
1,30,0.76,6,4,13,1
0,30,0.57,7,1,1,0
0,30,0.55,7,1,1,0
0,30,0.57,7,1,1,0
1,30,0.71,7,2,2,1
0,30,0.75,7,1,1,0
0,30,0.5,7,1,2,0
0,30,0.52,7,2,2,0
0,30,0.53,7,1,1,0
0,30,0.5,6,2,3,0
0,30,0.5,7,1,1,0
0,30,0.5,7,6,13,0
0,30,0.5,7,2,2,0
0,30,0.5,6,1,1,0
0,30,0.5,7,1,1,0
0,30,0.5,7,1,1,0
0,30,0.51,6,1,2,0
0,30,0.53,6,1,1,0
0,30,0.54,6,1,2,0
0,30,0.5,6,1,1,0
0,30,0.51,7,1,1,0
0,31,0.5,7,1,1,0
1,31,0.52,7,3,3,1
0,31,0.65,7,1,1,0
0,31,0.81,7,1,1,0
1,31,0.5,5,2,7,3
0,31,0.5,7,1,2,0
0,31,0.5,7,1,1,0
0,31,0.5,7,1,1,0
0,31,0.5,7,2,3,0
0,31,0.82,7,1,1,0
0,31,0.5,5,1,1,0
0,31,0.55,7,1,1,0
0,31,0.5,6,1,1,0
0,31,0.79,7,1,1,0
1,31,0.66,7,4,13,2
1,31,0.9,7,2,3,1
0,31,0.5,5,1,1,0
0,31,0.5,7,1,2,0
0,31,0.5,7,2,4,0
1,31,0.52,7,2,3,1
0,31,0.53,7,1,1,0
0,31,0.54,7,1,1,0
0,31,0.56,7,1,1,0
0,31,0.57,7,1,1,0
0,31,0.62,7,1,1,0
0,31,0.64,7,1,1,0
0,31,0.69,7,1,1,0
0,31,0.55,7,1,1,0
0,31,0.56,6,1,1,0
0,31,0.57,6,1,1,0
0,31,0.57,7,1,2,0
0,31,0.59,7,1,2,0
0,31,0.6,7,1,1,0
0,31,0.69,7,1,1,0
0,31,0.72,6,1,1,0
0,31,0.72,7,2,2,0
0,31,0.75,5,1,1,0
0,31,0.77,7,2,2,0
0,31,0.5,7,2,2,0
0,31,0.58,7,1,1,0
0,31,0.5,7,1,1,0
0,31,0.58,7,2,2,0
0,31,0.5,7,1,1,0
1,31,0.77,7,3,6,1
1,31,0.5,7,3,3,1
0,31,0.8,7,1,1,0
1,31,0.9,7,4,5,1
0,31,0.93,7,2,3,0
0,31,0.5,4,1,1,0
0,31,0.5,7,1,1,0
0,31,0.5,7,1,1,0
0,31,0.5,6,1,1,0
0,31,0.5,7,1,1,0
0,31,0.59,7,1,1,0
0,31,0.6,7,1,1,0
0,31,0.65,7,1,1,0
0,31,0.5,7,1,1,0
0,31,0.5,7,4,7,0
1,31,0.51,7,2,2,1
0,31,0.52,7,1,3,0
0,31,0.53,7,1,2,0
0,31,0.54,7,1,1,0
0,31,0.57,7,1,1,0
0,31,0.58,7,1,1,0
0,31,0.62,7,2,2,0
0,31,0.64,7,1,1,0
0,31,0.65,7,1,1,0
0,31,0.69,7,1,1,0
0,31,0.83,7,1,1,0
0,31,0.5,7,1,2,0
0,31,0.5,7,1,1,0
0,31,0.53,6,1,1,0
0,31,0.69,7,1,1,0
0,31,0.7,6,1,1,0
0,31,0.83,7,1,1,0
0,31,0.84,7,1,1,0
1,31,0.65,7,3,3,1
0,31,0.74,7,1,1,0
0,31,0.3,7,1,1,0
0,31,0.34,7,1,1,0
0,31,0.5,7,2,4,0
0,31,0.6,7,1,1,0
0,31,0.75,7,1,2,0
1,31,0.8,7,3,3,1
0,31,0.84,7,1,1,0
1,31,0.93,7,2,7,1
0,31,0.95,7,1,1,0
0,31,0.5,7,1,1,0
0,31,0.5,7,1,1,0
1,31,0.51,7,2,3,1
1,31,0.52,7,3,8,1
0,31,0.75,7,1,1,0
0,31,0.5,7,1,1,0
0,31,0.5,7,1,2,0
0,31,0.62,6,1,1,0
0,31,0.5,7,1,1,0
0,31,0.73,7,1,4,0
0,31,0.5,7,2,3,0
0,31,0.5,7,1,1,0
0,31,0.51,7,1,1,0
0,31,0.5,7,1,1,0
0,31,0.75,7,1,1,0
0,31,0.5,7,1,1,0
0,31,0.6,7,1,1,0
0,31,0.72,6,1,1,0
0,31,0.66,7,1,1,0
0,32,0.5,7,1,1,0
0,32,0.5,7,1,1,0
0,32,0.5,7,2,2,0
0,32,0.5,2,1,1,0
0,32,0.5,4,1,1,0
0,32,0.5,7,1,1,0
0,32,0.5,6,2,2,0
0,32,0.5,6,1,1,0
1,32,0.5,6,4,4,2
0,32,0.5,6,1,2,0
0,32,0.5,5,1,1,0
0,32,0.5,6,2,4,0
1,32,0.5,7,5,15,2
0,32,0.5,7,2,3,0
0,32,0.5,7,1,1,0
0,32,0.5,6,1,1,0
0,32,0.51,5,2,2,0
0,32,0.51,7,1,3,0
0,32,0.52,7,1,2,0
0,32,0.53,7,1,1,0
0,32,0.55,6,1,1,0
0,32,0.55,7,2,2,0
0,32,0.56,7,3,3,0
0,32,0.56,7,1,1,0
0,32,0.57,5,1,1,0
0,32,0.58,7,1,1,0
0,32,0.62,7,2,2,0
0,32,0.84,6,1,1,0
0,32,0.5,7,1,1,0
1,32,0.53,7,3,4,1
0,32,0.65,7,1,1,0
0,32,0.72,6,1,1,0
1,32,0.5,7,3,4,2
0,32,0.5,6,1,1,0
1,32,0.58,7,3,3,1
0,32,0.62,5,1,1,0
1,32,0.6,7,2,4,1
0,32,0.5,7,1,2,0
0,32,0.8,7,1,1,0
0,32,0.81,7,2,2,0
0,32,0.5,7,2,3,0
0,32,0.53,7,1,1,0
0,32,0.54,7,1,1,0
1,32,0.55,7,2,2,1
1,32,0.64,7,3,3,1
0,32,0.75,7,1,1,0
1,32,0.77,7,2,3,1
0,32,0.53,7,1,1,0
0,32,0.59,7,1,1,0
0,32,0.6,7,1,1,0
0,32,0.8,5,1,3,0
0,32,0.8,7,1,1,0
0,32,0.9,7,1,1,0
1,32,0.93,7,2,2,1
0,32,0.95,7,1,1,0
0,32,0.5,5,1,1,0
1,32,0.5,5,3,9,2
0,32,0.5,7,4,5,0
0,32,0.5,7,1,2,0
0,32,0.53,7,1,1,0
0,32,0.5,6,2,3,0
0,32,0.5,6,2,3,0
0,32,0.5,7,1,1,0
1,32,0.6,7,6,8,1
0,32,0.5,5,2,3,0
0,32,0.5,6,1,1,0
0,32,0.58,7,1,1,0
0,32,0.5,6,2,2,0
0,32,0.5,6,1,1,0
0,32,0.5,6,1,1,0
0,32,0.5,4,2,2,0
0,32,0.5,5,1,1,0
0,32,0.5,6,1,3,0
0,32,0.5,6,2,5,0
0,32,0.5,7,3,9,0
0,32,0.5,7,1,1,0
0,32,0.5,6,2,2,0
0,32,0.5,7,1,2,0
0,32,0.5,7,1,1,0
0,32,0.51,5,2,2,0
0,32,0.51,7,4,10,0
0,32,0.51,7,1,1,0
0,32,0.51,7,1,1,0
0,32,0.52,4,1,1,0
0,32,0.52,7,2,3,0
0,32,0.56,4,1,1,0
0,32,0.56,7,2,2,0
0,32,0.58,6,1,1,0
0,32,0.6,5,1,1,0
0,32,0.67,7,1,4,0
0,32,0.5,4,1,1,0
0,32,0.59,6,1,1,0
0,32,0.61,6,1,1,0
0,32,0.65,6,1,1,0
0,32,0.67,7,1,1,0
0,32,0.69,6,1,1,0
0,32,0.7,7,1,1,0
0,32,0.5,7,1,1,0
0,32,0.5,6,1,2,0
0,32,0.5,7,1,1,0
0,32,0.5,7,2,6,0
0,32,0.55,7,1,2,0
0,32,0.56,5,1,1,0
0,32,0.63,7,1,1,0
0,32,0.73,6,1,1,0
0,32,0.66,6,1,1,0
0,32,0.69,6,1,1,0
0,32,0.7,7,2,3,0
0,32,0.5,7,1,1,0
0,32,0.52,7,1,1,0
0,32,0.52,7,1,1,0
1,32,0.51,7,2,4,2
0,32,0.65,6,1,1,0
0,32,0.68,7,1,1,0
0,32,0.69,7,1,1,0
1,32,0.7,7,6,10,1
0,32,0.75,6,1,1,0
0,32,0.76,7,1,1,0
0,32,0.77,6,1,1,0
0,32,0.78,5,1,1,0
0,32,0.51,7,1,1,0
0,32,0.5,7,1,1,0
0,32,0.56,6,1,1,0
0,32,0.57,7,1,1,0
0,32,0.6,7,1,1,0
0,32,0.74,7,4,9,0
0,32,0.82,7,1,1,0
0,32,0.95,6,1,1,0
0,33,0.5,7,3,4,0
1,33,0.74,7,2,4,1
0,33,0.9,7,1,2,0
0,33,0.5,7,2,2,0
0,33,0.53,7,1,1,0
0,33,0.65,7,1,1,0
0,33,0.5,7,1,1,0
1,33,0.62,7,4,10,1
0,33,0.5,7,1,1,0
0,33,0.5,7,5,13,0
0,33,0.53,7,1,1,0
0,33,0.57,7,1,1,0
0,33,0.58,7,1,4,0
0,33,0.59,7,1,1,0
0,33,0.6,7,1,2,0
0,33,0.63,7,1,1,0
0,33,0.65,7,1,1,0
0,33,0.68,7,1,1,0
0,33,0.5,7,4,5,0
0,33,0.52,7,1,1,0
0,33,0.61,7,4,4,0
0,33,0.5,7,3,4,0
0,33,0.52,7,1,1,0
0,33,0.53,7,1,1,0
0,33,0.55,7,1,1,0
0,33,0.5,6,1,1,0
0,33,0.5,7,7,14,0
0,33,0.51,7,1,1,0
0,33,0.54,7,1,1,0
0,33,0.6,7,1,2,0
0,33,0.5,7,1,1,0
0,33,0.5,7,2,2,0
0,33,0.5,7,2,2,0
0,33,0.5,7,1,1,0
0,33,0.5,7,1,2,0
0,33,0.5,7,1,3,0
0,33,0.5,7,2,2,0
0,33,0.66,7,1,1,0
0,33,0.9,7,1,1,0
0,33,0.5,6,1,1,0
0,33,0.5,7,1,1,0
0,33,0.5,7,1,1,0
0,33,0.5,7,1,1,0
0,33,0.54,6,1,1,0
0,33,0.56,7,1,1,0
0,33,0.68,6,2,2,0
0,33,0.5,7,6,31,0
0,33,0.51,7,1,1,0
0,33,0.52,7,2,3,0
0,33,0.54,7,1,2,0
0,33,0.55,7,1,2,0
0,33,0.56,7,1,1,0
0,33,0.57,7,1,1,0
0,33,0.59,7,4,6,0
0,33,0.6,7,3,3,0
0,33,0.61,7,2,4,0
0,33,0.62,7,1,2,0
0,33,0.64,7,1,1,0
0,33,0.65,7,1,1,0
0,33,0.67,7,1,1,0
0,33,0.69,7,1,1,0
0,33,0.71,7,1,3,0
0,33,0.86,7,1,1,0
1,33,0.89,7,4,6,1
0,33,0.72,6,1,3,0
0,33,0.76,7,1,1,0
0,33,0.77,7,1,1,0
0,33,0.72,7,1,1,0
0,33,0.66,7,2,2,0
0,33,0.68,7,1,1,0
0,33,0.5,7,1,2,0
0,33,0.52,7,1,1,0
0,33,0.55,7,1,1,0
0,33,0.6,7,1,1,0
0,33,0.62,7,1,1,0
0,33,0.65,7,1,1,0
0,33,0.5,7,2,2,0
0,33,0.5,7,2,25,0
0,33,0.66,7,1,1,0
0,33,0.75,7,1,1,0
0,33,0.8,7,5,7,0
0,33,0.81,7,2,2,0
1,33,0.9,7,12,34,1
0,33,0.95,7,1,5,0
0,33,0.5,6,1,1,0
0,33,0.5,6,1,1,0
0,33,0.5,5,3,5,0
0,33,0.5,6,2,2,0
0,33,0.5,5,4,4,0
0,33,0.5,6,1,2,0
0,33,0.5,6,3,9,0
0,33,0.5,7,13,24,0
0,33,0.5,7,2,2,0
0,33,0.5,7,1,2,0
0,33,0.51,7,2,2,0
0,33,0.52,6,1,1,0
0,33,0.52,5,1,1,0
0,33,0.52,5,1,1,0
0,33,0.52,7,1,4,0
0,33,0.52,7,1,1,0
0,33,0.53,7,2,3,0
0,33,0.54,7,2,3,0
0,33,0.54,7,1,1,0
0,33,0.55,7,2,7,0
0,33,0.55,7,3,3,0
0,33,0.56,5,3,4,0
0,33,0.56,6,3,3,0
0,33,0.56,7,3,5,0
0,33,0.57,7,2,2,0
0,33,0.58,7,3,4,0
0,33,0.59,7,2,3,0
0,33,0.6,7,5,8,0
0,33,0.6,6,1,1,0
0,33,0.61,7,1,1,0
0,33,0.62,7,2,2,0
0,33,0.64,7,2,4,0
0,33,0.64,7,1,1,0
0,33,0.65,7,1,1,0
0,33,0.68,7,1,1,0
0,33,0.71,4,1,1,0
0,33,0.72,6,1,2,0
0,33,0.5,6,1,1,0
0,33,0.61,7,1,1,0
0,33,0.63,7,1,1,0
0,33,0.66,6,1,1,0
0,33,0.72,7,3,4,0
1,33,0.77,4,5,11,1
0,33,0.8,6,1,1,0
0,33,0.87,5,1,1,0
0,33,#VALUE!,7,3,3,0
0,33,0.03,7,2,2,0
0,33,0.38,7,2,3,0
1,33,0.4,7,3,5,1
1,33,0.5,7,19,92,7
0,33,0.51,7,2,5,0
0,33,0.52,7,3,7,0
0,33,0.53,7,1,1,0
1,33,0.54,7,6,16,1
0,33,0.55,7,5,6,0
1,33,0.56,7,4,9,1
0,33,0.57,7,1,1,0
1,33,0.58,7,4,11,1
0,33,0.59,7,2,4,0
0,33,0.6,7,2,4,0
0,33,0.61,7,3,3,0
0,33,0.62,7,5,10,0
0,33,0.63,7,3,3,0
0,33,0.65,7,2,2,0
0,33,0.66,7,2,3,0
1,33,0.67,7,3,4,1
0,33,0.68,7,3,4,0
1,33,0.69,7,4,7,1
0,33,0.7,7,2,5,0
0,33,0.71,7,6,8,0
1,33,0.72,7,3,4,2
0,33,0.73,7,2,3,0
0,33,0.74,7,1,1,0
0,33,0.75,7,3,5,0
0,33,0.76,7,4,6,0
0,33,0.77,7,2,4,0
0,33,0.78,7,3,9,0
0,33,0.79,7,1,1,0
1,33,0.81,7,4,9,1
0,33,0.83,7,1,3,0
0,33,0.84,7,1,1,0
0,33,0.86,7,2,2,0
0,33,0.87,7,2,2,0
0,33,0.89,7,2,2,0
0,33,0.9,7,1,2,0
0,33,0.5,7,5,12,0
0,33,0.5,7,5,10,0
0,33,0.51,7,2,2,0
0,33,0.51,7,1,1,0
0,33,0.52,7,1,1,0
0,33,0.52,7,2,3,0
0,33,0.53,7,1,1,0
0,33,0.53,7,1,1,0
0,33,0.54,6,1,1,0
0,33,0.54,7,2,2,0
0,33,0.54,7,5,6,0
0,33,0.55,7,2,3,0
1,33,0.55,7,4,16,1
0,33,0.56,7,2,2,0
0,33,0.56,7,1,1,0
0,33,0.57,7,1,2,0
0,33,0.58,7,3,6,0
0,33,0.59,6,1,1,0
0,33,0.59,7,1,1,0
0,33,0.6,7,5,9,0
0,33,0.61,7,2,6,0
0,33,0.62,7,1,1,0
0,33,0.62,7,1,3,0
0,33,0.63,7,1,1,0
0,33,0.64,7,4,6,0
0,33,0.64,7,1,1,0
0,33,0.65,7,1,1,0
0,33,0.66,7,2,2,0
0,33,0.67,6,1,1,0
0,33,0.67,7,1,1,0
0,33,0.69,7,1,1,0
0,33,0.71,7,1,2,0
0,33,0.71,7,4,4,0
0,33,0.76,5,1,1,0
0,33,0.78,7,1,1,0
0,33,0.5,6,4,7,0
0,33,0.5,7,2,3,0
0,33,0.52,7,2,4,0
0,33,0.57,6,1,1,0
0,33,0.67,7,1,1,0
0,33,0.5,1,1,1,0
0,33,0.5,4,2,3,0
0,33,0.5,5,1,1,0
0,33,0.5,7,3,5,0
0,33,0.5,7,1,1,0
0,33,0.56,7,1,1,0
0,33,0.59,7,1,2,0
0,33,0.66,4,1,1,0
0,33,0.72,6,1,2,0
0,33,0.75,7,2,2,0
0,33,0.83,7,2,2,0
0,33,0.5,7,1,1,0
0,33,0.5,7,1,1,0
0,33,0.52,7,1,7,0
0,33,0.53,7,1,1,0
0,33,0.65,7,1,1,0
0,33,0.66,7,1,1,0
0,33,0.67,4,1,1,0
0,33,0.68,7,1,1,0
0,33,0.71,7,1,1,0
0,33,0.72,7,2,2,0
0,33,0.74,7,1,1,0
0,33,0.53,6,1,1,0
0,33,0.64,7,1,1,0
0,33,0.83,6,1,1,0
0,33,0.3,7,4,7,0
0,33,0.43,7,1,1,0
0,33,0.5,4,1,2,0
1,33,0.5,7,5,15,1
0,33,0.51,7,1,1,0
0,33,0.53,7,1,1,0
0,33,0.56,5,1,1,0
0,33,0.57,7,1,1,0
0,33,0.6,7,2,2,0
0,33,0.65,7,1,3,0
1,33,0.66,7,4,7,1
1,33,0.67,7,3,4,1
1,33,0.68,7,4,9,1
0,33,0.7,7,2,3,0
0,33,0.75,7,1,2,0
1,33,0.8,7,7,20,2
0,33,0.84,7,1,1,0
0,33,0.87,7,1,1,0
0,33,0.9,7,1,2,0
0,33,0.93,7,2,2,0
1,33,0.95,7,3,9,1
1,33,1,7,2,2,1
0,33,0.52,7,1,1,0
0,33,0.6,7,1,1,0
0,33,0.61,7,1,1,0
0,33,0.65,6,1,1,0
1,33,0.7,6,3,3,1
0,33,0.7,7,1,1,0
0,33,0.75,7,1,1,0
0,33,0.77,6,1,1,0
1,33,0.79,6,3,4,2
0,33,0.5,7,2,3,0
0,33,0.76,6,1,1,0
0,33,0.5,7,1,1,0
0,33,0.73,7,1,1,0
0,33,0.5,6,1,1,0
0,33,0.5,4,2,2,0
0,33,0.5,5,1,2,0
0,33,0.5,5,3,3,0
0,33,0.5,6,1,1,0
0,33,0.5,6,1,2,0
0,33,0.5,7,2,10,0
0,33,0.5,7,1,4,0
0,33,0.5,7,1,3,0
0,33,0.5,6,1,1,0
0,33,0.52,7,1,8,0
0,33,0.53,7,1,3,0
0,33,0.54,5,1,1,0
0,33,0.56,6,1,1,0
0,33,0.56,7,1,1,0
0,33,0.62,5,2,3,0
0,33,0.5,7,3,4,0
0,33,0.53,7,1,1,0
0,33,0.6,7,1,1,0
0,33,0.75,7,3,3,0
0,33,0.5,6,1,3,0
1,33,0.5,7,6,14,2
0,33,0.5,7,3,4,0
0,33,0.53,7,1,1,0
0,33,0.64,7,1,2,0
0,33,0.7,7,1,1,0
0,33,0.72,7,2,2,0
0,33,0.82,7,1,1,0
0,33,0.5,5,1,1,0
0,33,0.5,6,1,3,0
0,33,0.5,7,1,1,0
0,33,0.5,7,2,3,0
0,33,0.54,7,1,1,0
1,33,0.5,5,4,12,2
1,33,0.5,7,8,18,3
0,33,0.5,6,2,3,0
0,33,0.51,5,1,1,0
0,33,0.56,7,1,1,0
0,33,0.72,7,1,4,0
0,33,0.75,7,1,1,0
0,33,0.77,7,2,2,0
0,33,0.5,7,1,1,0
0,33,0.5,6,1,1,0
0,33,0.53,5,1,1,0
0,33,0.5,7,3,4,0
1,33,0.52,7,4,4,2
0,33,0.5,6,1,1,0
0,33,0.5,6,2,2,0
0,33,0.51,7,2,2,0
1,33,0.66,7,4,7,4
1,33,0.5,7,7,16,1
0,33,0.51,7,2,3,0
0,33,0.52,7,1,1,0
0,33,0.59,7,1,1,0
0,33,0.55,7,1,1,0
1,33,0.5,7,2,2,1
0,33,0.6,7,1,1,0
0,33,0.55,2,1,1,0
0,33,0.5,6,1,1,0
0,33,0.5,6,1,1,0
0,33,0.5,6,1,2,0
0,33,0.5,6,1,1,0
0,33,0.54,6,1,1,0
0,33,0.55,7,1,1,0
0,33,0.56,7,1,1,0
0,33,0.66,7,2,2,0
1,33,0.5,7,3,9,1
0,33,0.63,7,1,1,0
0,33,0.65,7,1,1,0
0,33,0.81,7,1,1,0
0,33,0.5,6,1,1,0
0,33,0.5,7,1,1,0
0,33,0.5,7,3,3,0
0,33,0.5,7,2,3,0
0,33,0.53,7,1,1,0
0,33,0.54,7,2,3,0
0,33,0.65,7,1,1,0
0,33,0.74,7,3,5,0
0,33,0.5,7,3,4,0
0,33,0.5,7,4,12,0
0,33,0.57,6,1,1,0
0,33,0.5,7,2,2,0
1,33,0.5,7,5,11,2
0,33,0.58,7,1,1,0
0,33,0.79,7,1,3,0
0,33,0.5,7,3,3,0
0,34,0.71,7,2,2,0
1,34,0.53,7,3,5,1
0,34,0.78,7,1,1,0
0,34,0.51,7,1,1,0
0,34,0.53,7,1,1,0
1,34,0.62,7,2,3,1
0,34,0.74,6,1,1,0
0,34,0.54,7,1,1,0
1,34,0.8,7,2,5,1
0,34,0.81,7,1,1,0
1,34,0.9,7,2,2,1
0,34,0.5,6,1,1,0
0,34,0.5,7,1,4,0
0,34,0.51,6,1,1,0
0,34,0.51,7,1,1,0
0,34,0.51,7,1,2,0
1,34,0.52,7,3,3,2
0,34,0.53,6,1,1,0
1,34,0.54,6,3,3,2
0,34,0.56,6,1,1,0
0,34,0.56,7,1,1,0
0,34,0.5,7,4,4,0
0,34,0.51,7,1,2,0
0,34,0.56,7,1,1,0
0,34,0.57,7,1,1,0
0,34,0.64,7,1,1,0
1,34,0.71,7,2,2,1
1,34,0.5,7,4,4,2
0,34,0.53,6,2,2,0
0,34,0.62,7,1,1,0
0,34,0.67,7,1,1,0
0,34,0.76,5,1,1,0
0,34,0.5,6,2,2,0
0,34,0.5,7,1,1,0
0,34,0.56,7,2,2,0
0,34,0.6,7,1,1,0
1,34,0.79,7,2,5,1
0,34,0.8,7,2,2,0
1,34,0.95,7,2,2,1
0,34,0.5,7,1,1,0
0,34,0.5,7,1,1,0
0,34,0.53,7,1,1,0
